sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
3830,saturation,medium,"[40,44,5,50.0,0.0,0.0]",1760,40,44,5,50.0,0.0,verified,False,True,0.9999757790880383,0.9838256602877345,0.8291293799467049,0.8291293799467049,0.06317959182580012,251430,42962,0,coverage_pass
3831,saturation,medium,"[44,40,32,50.0,0.0,0.0]",1760,44,40,32,50.0,0.0,verified,False,True,0.999841223088128,0.9922416777293145,0.744620769200175,0.744620769200175,0.06335548584282708,251430,64210,0,coverage_pass
3832,saturation,medium,"[44,40,31,50.0,0.0,0.0]",1760,44,40,31,50.0,0.0,verified,False,True,0.9999907554694815,0.9912776288489653,0.7473093902875552,0.7473093902875552,0.09220775049452308,251430,63534,0,coverage_pass
3833,saturation,medium,"[32,55,3,50.0,0.0,0.0]",1760,32,55,3,50.0,0.0,verified,False,True,0.9998941487251826,0.9796364046858106,0.8363202481804081,0.8363202481804081,0.07212533487582039,251430,41154,0,coverage_pass
3834,saturation,medium,"[44,40,5,50.0,0.0,0.0]",1760,44,40,5,50.0,0.0,verified,False,True,0.9999427264127996,0.9920163953586733,0.8176033090721075,0.8176033090721075,0.07145349383462649,251430,45860,0,coverage_pass
3835,saturation,medium,"[40,44,0,50.0,0.0,0.0]",1760,40,44,0,50.0,0.0,verified,False,True,0.9999856816026679,0.9978641838602244,0.8228691882432486,0.8228691882432486,0.061290059836420246,251430,44536,0,coverage_pass
3836,saturation,medium,"[40,44,25,50.0,0.0,0.0]",1760,40,44,25,50.0,0.0,verified,False,True,0.9999999999992907,0.9986359404594459,0.7416457861034881,0.7416457861034881,0.05412362996555162,251430,64958,0,coverage_pass
3837,saturation,medium,"[44,40,9,50.0,0.0,0.0]",1760,44,40,9,50.0,0.0,verified,False,True,0.9996521773444307,0.9799992043434451,0.8285997015377986,0.8259237163425208,0.06402937150336689,250618,42956,812,coverage_pass
3838,saturation,medium,"[40,44,24,50.0,0.0,0.0]",1760,40,44,24,50.0,0.0,verified,False,True,0.9999999999992907,0.9980726681509191,0.7435310026647576,0.7435310026647576,0.09121066421798253,251430,64484,0,coverage_pass
3839,saturation,medium,"[32,55,2,50.0,0.0,0.0]",1760,32,55,2,50.0,0.0,verified,False,True,0.9991834694059687,0.9755793586762842,0.8329395855705365,0.8329395855705365,0.07263577638321862,251430,42004,0,coverage_pass
3840,saturation,medium,"[44,40,26,50.0,0.0,0.0]",1760,44,40,26,50.0,0.0,verified,False,True,0.9996122983803973,0.9672556946702366,0.7744660541701468,0.7744660541701468,0.08506535403268355,251430,56706,0,coverage_pass
3841,saturation,medium,"[44,40,30,50.0,0.0,0.0]",1760,44,40,30,50.0,0.0,verified,False,True,0.9999954392639009,0.989476238165906,0.7487332458338305,0.7487332458338305,0.09436522883958104,251430,63176,0,coverage_pass
3842,saturation,medium,"[44,40,27,50.0,0.0,0.0]",1760,44,40,27,50.0,0.0,verified,False,True,0.9995191772863911,0.9789734161032787,0.7626058942846916,0.7626058942846916,0.08495042477538019,251430,59688,0,coverage_pass
3843,saturation,medium,"[32,55,1,50.0,0.0,0.0]",1760,32,55,1,50.0,0.0,verified,False,True,0.999908582989833,0.9795585935293991,0.8426122578848984,0.8426122578848984,0.06927724038929124,251430,39572,0,coverage_pass
3844,saturation,medium,"[44,40,29,50.0,0.0,0.0]",1760,44,40,29,50.0,0.0,verified,False,True,0.9998508459312289,0.9852470693629329,0.753359872611465,0.7526707234617985,0.09287454008229931,251200,61956,230,coverage_pass
3845,saturation,medium,"[32,55,0,50.0,0.0,0.0]",1760,32,55,0,50.0,0.0,verified,False,True,0.9991993860263985,0.9752558133951398,0.8370202442031579,0.8370202442031579,0.0693738661193248,251430,40978,0,coverage_pass
3846,saturation,medium,"[40,44,2,50.0,0.0,0.0]",1760,40,44,2,50.0,0.0,verified,False,True,0.9999999999992907,0.9945781854650702,0.8250328123135664,0.8250328123135664,0.057516233977442766,251430,43992,0,coverage_pass
3847,saturation,medium,"[40,44,28,50.0,0.0,0.0]",1760,40,44,28,50.0,0.0,verified,False,True,0.9999999999992907,0.9992919261369119,0.7389412560155908,0.7389412560155908,0.060618709643753294,251430,65638,0,coverage_pass
3848,saturation,medium,"[44,40,28,50.0,0.0,0.0]",1760,44,40,28,50.0,0.0,verified,False,True,0.9993747633467659,0.9809577206069463,0.7576104681223402,0.7576104681223402,0.08756335139282598,251430,60944,0,coverage_pass
3849,saturation,medium,"[32,55,31,50.0,0.0,0.0]",1760,32,55,31,50.0,0.0,verified,False,True,0.9999512895886837,0.9766379795401166,0.8366463826910074,0.8366463826910074,0.06644226618673928,251430,41072,0,coverage_pass
3850,saturation,medium,"[32,55,25,50.0,0.0,0.0]",1760,32,55,25,50.0,0.0,verified,False,True,0.999966590407171,0.9747251498836811,0.83238277055244,0.83238277055244,0.06175773247244898,251430,42144,0,coverage_pass
3851,saturation,medium,"[40,44,18,50.0,0.0,0.0]",1760,40,44,18,50.0,0.0,verified,False,True,0.9992327500930727,0.9811221456302041,0.8003090866650032,0.7909000517042517,0.08005959425733165,248474,49618,2956,coverage_pass
3852,saturation,medium,"[32,55,30,50.0,0.0,0.0]",1760,32,55,30,50.0,0.0,verified,False,True,0.9992270694885761,0.9693267217519775,0.8313486855188322,0.8313486855188322,0.0667779718673236,251430,42404,0,coverage_pass
3853,saturation,medium,"[44,40,41,50.0,0.0,0.0]",1760,44,40,41,50.0,0.0,verified,False,True,0.9999999999992907,0.996441291297455,0.8030624825995307,0.8030624825995307,0.06828618322316365,251430,49516,0,coverage_pass
3854,saturation,medium,"[44,40,0,50.0,0.0,0.0]",1760,44,40,0,50.0,0.0,verified,False,True,0.9999999999992907,0.9967195054199531,0.8052738336713996,0.8052738336713996,0.07592420028868085,251430,48960,0,coverage_pass
3855,saturation,medium,"[32,55,29,50.0,0.0,0.0]",1760,32,55,29,50.0,0.0,verified,False,True,0.9999999999992907,0.973963508215653,0.830306645984966,0.830306645984966,0.06704085692098868,251430,42666,0,coverage_pass
3856,saturation,medium,"[40,44,26,50.0,0.0,0.0]",1760,40,44,26,50.0,0.0,verified,False,True,0.9999999999992907,0.9989551908104495,0.7364276339338981,0.7364276339338981,0.09285973984564865,251430,66270,0,coverage_pass
3857,saturation,medium,"[44,40,25,50.0,0.0,0.0]",1760,44,40,25,50.0,0.0,rejected,True,False,0.9974457241008153,0.965392900157426,0.7797077848645225,0.7630367419212041,0.07896552315086122,88428,19480,1932,coverage_upper_bound
3858,saturation,medium,"[32,55,26,50.0,0.0,0.0]",1760,32,55,26,50.0,0.0,verified,False,True,0.999212393592803,0.9714573816661757,0.8288032454361055,0.8288032454361055,0.06429324008021917,251430,43044,0,coverage_pass
3859,saturation,medium,"[44,40,10,50.0,0.0,0.0]",1760,44,40,10,50.0,0.0,verified,False,True,0.9997683102966735,0.9759903980862005,0.8226544167362685,0.8226544167362685,0.06909973165460176,251430,44590,0,coverage_pass
3860,saturation,medium,"[44,40,33,50.0,0.0,0.0]",1760,44,40,33,50.0,0.0,verified,False,True,0.9999999999992907,0.9947909402346172,0.7389412560155908,0.7389412560155908,0.061395328522541814,251430,65638,0,coverage_pass
3861,saturation,medium,"[40,44,27,50.0,0.0,0.0]",1760,40,44,27,50.0,0.0,verified,False,True,0.9999999999992907,0.9993660257516047,0.7374855824682814,0.7374855824682814,0.05874824728574549,251430,66004,0,coverage_pass
3862,saturation,medium,"[32,55,28,50.0,0.0,0.0]",1760,32,55,28,50.0,0.0,verified,False,True,0.9992139868565486,0.9697078771253586,0.8292725609513583,0.8292725609513583,0.06456910752966893,251430,42926,0,coverage_pass
3863,saturation,medium,"[44,40,12,50.0,0.0,0.0]",1760,44,40,12,50.0,0.0,rejected,True,False,0.9984867151628445,0.965417039379057,0.819703862608031,0.819703862608031,0.07017915355670977,162222,29248,0,coverage_upper_bound
3864,saturation,medium,"[32,55,27,50.0,0.0,0.0]",1760,32,55,27,50.0,0.0,verified,False,True,0.9999999999992907,0.9740300830479003,0.8281827944159408,0.8281827944159408,0.0627763694087361,251430,43200,0,coverage_pass
3865,saturation,medium,"[40,44,29,50.0,0.0,0.0]",1760,40,44,29,50.0,0.0,verified,False,True,0.9999999999992907,0.9993934030451987,0.7326333373105834,0.7326333373105834,0.06282843216171283,251430,67224,0,coverage_pass
3866,saturation,medium,"[44,40,42,50.0,0.0,0.0]",1760,44,40,42,50.0,0.0,verified,False,True,0.9999713632060452,0.9970422314591978,0.7987352344588952,0.7987352344588952,0.08437070481072959,251430,50604,0,coverage_pass
3867,saturation,medium,"[44,40,11,50.0,0.0,0.0]",1760,44,40,11,50.0,0.0,verified,False,True,0.9993937550341763,0.9690551970875192,0.8212244572158365,0.8183828500974426,0.06831453170801817,250560,44794,870,coverage_pass
3868,saturation,medium,"[44,40,13,50.0,0.0,0.0]",1760,44,40,13,50.0,0.0,rejected,True,False,0.9985451380898855,0.9592464395400603,0.8201789783516901,0.8182076510496217,0.06091876855946382,168512,30302,406,coverage_upper_bound
3869,saturation,medium,"[40,44,7,50.0,0.0,0.0]",1760,40,44,7,50.0,0.0,verified,False,True,0.9997210266838946,0.9780641546683526,0.8199339776478543,0.8199339776478543,0.06319679231409212,251430,45274,0,coverage_pass
3870,saturation,medium,"[44,40,43,50.0,0.0,0.0]",1760,44,40,43,50.0,0.0,verified,False,True,0.9999999999992907,0.9953821168684304,0.8018215805592014,0.8018215805592014,0.08596819308913012,251430,49828,0,coverage_pass
3871,saturation,medium,"[40,44,8,50.0,0.0,0.0]",1760,40,44,8,50.0,0.0,rejected,True,False,0.9988757686807616,0.9777695251914532,0.8217411620927014,0.8217411620927014,0.06527412112979032,222564,39674,0,coverage_upper_bound
3872,saturation,medium,"[44,40,35,50.0,0.0,0.0]",1760,44,40,35,50.0,0.0,verified,False,True,0.9998471990519393,0.9960270481896676,0.7255061050789484,0.7255061050789484,0.06234744753233086,251430,69016,0,coverage_pass
3873,saturation,medium,"[44,40,14,50.0,0.0,0.0]",1760,44,40,14,50.0,0.0,verified,False,True,0.9993493501894098,0.9578274372454291,0.8228135067414389,0.8228135067414389,0.05308681237968157,251430,44550,0,coverage_pass
3874,saturation,medium,"[40,44,9,50.0,0.0,0.0]",1760,40,44,9,50.0,0.0,verified,False,True,0.9991804761981561,0.9721673766623935,0.8261921548519421,0.8202839756592292,0.06280188182261509,249632,43388,1798,coverage_pass
3875,saturation,medium,"[44,40,34,50.0,0.0,0.0]",1760,44,40,34,50.0,0.0,verified,False,True,0.9999901861405935,0.9944341272741073,0.7284969971761525,0.7284969971761525,0.09005191709033245,251430,68264,0,coverage_pass
3876,saturation,medium,"[44,40,36,50.0,0.0,0.0]",1760,44,40,36,50.0,0.0,verified,False,True,0.9999999999992907,0.9955288544366704,0.7245595195481844,0.7245595195481844,0.10916933404852462,251430,69254,0,coverage_pass
3877,saturation,medium,"[40,44,30,50.0,0.0,0.0]",1760,40,44,30,50.0,0.0,verified,False,True,0.9999999999992907,0.9995187862984959,0.7286004056795132,0.7286004056795132,0.06325158326424526,251430,68238,0,coverage_pass
3878,saturation,medium,"[40,44,17,50.0,0.0,0.0]",1760,40,44,17,50.0,0.0,rejected,True,False,0.9973565285369221,0.9761884765734737,0.8093969944835457,0.7812356559258239,0.07569843149997117,84112,16032,3032,coverage_upper_bound
3879,saturation,medium,"[55,32,21,50.0,0.0,0.0]",1760,55,32,21,50.0,0.0,rejected,True,False,0.9957504458815374,0.9295802564436318,0.7342853704520839,0.7325809420898868,0.08590151223815985,49858,13248,116,coverage_upper_bound
3880,saturation,medium,"[44,40,37,50.0,0.0,0.0]",1760,44,40,37,50.0,0.0,verified,False,True,0.9999999999992907,0.996241581529984,0.717122061806467,0.717122061806467,0.06790215510847275,251430,71124,0,coverage_pass
3881,saturation,medium,"[44,40,24,50.0,0.0,0.0]",1760,44,40,24,50.0,0.0,rejected,True,False,0.9942008874707841,0.9539902102455581,0.7596160083025232,0.7178496996444771,0.08033559377550203,30834,7412,1794,coverage_upper_bound
3882,saturation,medium,"[40,44,10,50.0,0.0,0.0]",1760,40,44,10,50.0,0.0,rejected,True,False,0.9971012595718938,0.966412922305811,0.8027985512155719,0.7815575849822425,0.06875719409067597,76754,15136,2086,coverage_upper_bound
3883,saturation,medium,"[55,32,20,50.0,0.0,0.0]",1760,55,32,20,50.0,0.0,rejected,True,False,0.9932197471115009,0.9260750337751674,0.6983807178568764,0.6983807178568764,0.08040018174330313,26802,8084,0,coverage_upper_bound
3884,saturation,medium,"[55,32,22,50.0,0.0,0.0]",1760,55,32,22,50.0,0.0,rejected,True,False,0.9901772171307839,0.9084419299767816,0.6307243963363863,0.6307243963363863,0.08279718278463975,14412,5322,0,coverage_upper_bound
3885,saturation,medium,"[40,44,11,50.0,0.0,0.0]",1760,40,44,11,50.0,0.0,rejected,True,False,0.9957937774959348,0.9706407563949186,0.7911646586345381,0.764757673990475,0.04478881084338077,48306,10088,1668,coverage_upper_bound
3886,saturation,medium,"[40,44,16,50.0,0.0,0.0]",1760,40,44,16,50.0,0.0,rejected,True,False,0.9950949284048968,0.9685667369364758,0.7821174786565104,0.7342932565394769,0.07522960666095045,39122,8524,2548,coverage_upper_bound
3887,saturation,medium,"[55,32,24,50.0,0.0,0.0]",1760,55,32,24,50.0,0.0,rejected,True,False,0.9914055890379417,0.8910112255829958,0.6695652173913044,0.6493674991891015,0.07513937112892828,17940,5928,558,coverage_upper_bound
3888,saturation,medium,"[44,40,16,50.0,0.0,0.0]",1760,44,40,16,50.0,0.0,rejected,True,False,0.9945516603127116,0.942187154594642,0.7722557580730235,0.735241602499721,0.04681707987709833,34126,7772,1718,coverage_upper_bound
3889,saturation,medium,"[44,40,38,50.0,0.0,0.0]",1760,44,40,38,50.0,0.0,verified,False,True,0.9999999999992907,0.996905708479284,0.7103686910869824,0.7103686910869824,0.06844367708203351,251430,72822,0,coverage_pass
3890,saturation,medium,"[44,40,15,50.0,0.0,0.0]",1760,44,40,15,50.0,0.0,rejected,True,False,0.996649869384124,0.9462517269954317,0.7785492417321396,0.7694808126410835,0.06291398875900486,65676,14544,774,coverage_upper_bound
3891,saturation,medium,"[55,32,19,50.0,0.0,0.0]",1760,55,32,19,50.0,0.0,rejected,True,False,0.9971600678264005,0.9418898969739175,0.7475976282968718,0.7272275258552108,0.08639951934791697,78256,19752,2192,coverage_upper_bound
3892,saturation,medium,"[44,40,23,50.0,0.0,0.0]",1760,44,40,23,50.0,0.0,rejected,True,False,0.9909127640669457,0.9421324921266305,0.7012517385257302,0.6294631710362047,0.07161980567589835,14380,4296,1640,coverage_upper_bound
3893,saturation,medium,"[40,44,15,50.0,0.0,0.0]",1760,40,44,15,50.0,0.0,rejected,True,False,0.9936266483906914,0.971253112923729,0.7608762021065486,0.7017951425554382,0.06870160534173052,26204,6266,2206,coverage_upper_bound
3894,saturation,medium,"[40,44,12,50.0,0.0,0.0]",1760,40,44,12,50.0,0.0,rejected,True,False,0.9925835566830825,0.9618583150312763,0.7369639714735575,0.6785196554958642,0.07091824222219016,21594,5680,1860,coverage_upper_bound
3895,saturation,medium,"[44,40,39,50.0,0.0,0.0]",1760,44,40,39,50.0,0.0,verified,False,True,0.9999999999992907,0.9971257509140493,0.7067334844688382,0.7067334844688382,0.06652562592735564,251430,73736,0,coverage_pass
3896,saturation,medium,"[55,32,17,50.0,0.0,0.0]",1760,55,32,17,50.0,0.0,rejected,True,False,0.9985890821495893,0.9580901273499943,0.7542551485579456,0.7542551485579456,0.09324006169588844,174612,42910,0,coverage_upper_bound
3897,saturation,medium,"[40,44,13,50.0,0.0,0.0]",1760,40,44,13,50.0,0.0,rejected,True,False,0.9918568539369617,0.9667054561923933,0.7210285714285715,0.6514869888475836,0.06736395596108684,17500,4882,1868,coverage_upper_bound
3898,saturation,medium,"[40,44,14,50.0,0.0,0.0]",1760,40,44,14,50.0,0.0,rejected,True,False,0.9920130934655164,0.9615609832388085,0.7249701054462442,0.6590572190927957,0.07196150860893352,18398,5060,1840,coverage_upper_bound
3899,saturation,medium,"[55,32,18,50.0,0.0,0.0]",1760,55,32,18,50.0,0.0,rejected,True,False,0.996107143405538,0.9509026027920412,0.731910612919451,0.731910612919451,0.0854598426583968,55668,14924,0,coverage_upper_bound
3900,saturation,medium,"[55,32,16,50.0,0.0,0.0]",1760,55,32,16,50.0,0.0,rejected,True,False,0.9980171976809794,0.9624258667967854,0.743812310897277,0.743812310897277,0.09327601503163294,120966,30990,0,coverage_upper_bound
3901,saturation,medium,"[55,32,51,50.0,0.0,0.0]",1760,55,32,51,50.0,0.0,rejected,True,False,0.997802102023213,0.9533099918408491,0.6742057081313947,0.6742057081313947,0.12408062427050771,107706,35090,0,coverage_upper_bound
3902,saturation,medium,"[55,32,48,50.0,0.0,0.0]",1760,55,32,48,50.0,0.0,rejected,True,False,0.9948085731956051,0.9225858432152941,0.6500104536901526,0.6490266687542404,0.11302879218870895,38264,13392,58,coverage_upper_bound
3903,saturation,medium,"[55,32,50,50.0,0.0,0.0]",1760,55,32,50,50.0,0.0,rejected,True,False,0.9968103774381996,0.9405215685986085,0.6723211432886979,0.6562889871838494,0.11888632648065463,68854,22562,1682,coverage_upper_bound
3904,saturation,medium,"[55,32,49,50.0,0.0,0.0]",1760,55,32,49,50.0,0.0,rejected,True,False,0.9955238896117717,0.9327758538873108,0.6555140908505984,0.6555140908505984,0.11558553424243999,46626,16062,0,coverage_upper_bound
3905,saturation,medium,"[55,32,15,50.0,0.0,0.0]",1760,55,32,15,50.0,0.0,verified,False,True,0.9999999999992907,0.9712517339037534,0.7475480252953108,0.7475480252953108,0.0970113069242811,251430,63474,0,coverage_pass
3906,saturation,medium,"[55,32,7,50.0,0.0,0.0]",1760,55,32,7,50.0,0.0,verified,False,True,0.9990674503893464,0.9906448603093325,0.69821618955174,0.6980551246867915,0.117888558454634,251372,75860,58,coverage_pass
3907,saturation,medium,"[55,32,52,50.0,0.0,0.0]",1760,55,32,52,50.0,0.0,rejected,True,False,0.9984270060315166,0.9561034368414915,0.6784495525078874,0.6769327628518933,0.12963231980155396,155310,49940,348,coverage_upper_bound
3908,saturation,medium,"[55,32,47,50.0,0.0,0.0]",1760,55,32,47,50.0,0.0,rejected,True,False,0.9935196860003571,0.9171884297862625,0.6246392115452305,0.6246392115452305,0.10823063567055904,28410,10664,0,coverage_upper_bound
3909,saturation,medium,"[55,32,53,50.0,0.0,0.0]",1760,55,32,53,50.0,0.0,verified,False,True,0.999995093069942,0.9676226463560575,0.6748677564332021,0.6748677564332021,0.1334657523650687,251430,81748,0,coverage_pass
3910,saturation,medium,"[55,32,54,50.0,0.0,0.0]",1760,55,32,54,50.0,0.0,verified,False,True,0.999465659625889,0.9680533411912713,0.6806824961221811,0.6806824961221811,0.10364646946319182,251430,80286,0,coverage_pass
3911,saturation,medium,"[55,32,1,50.0,0.0,0.0]",1760,55,32,1,50.0,0.0,rejected,True,False,0.9986025845765053,0.9780168410045437,0.6726320087098531,0.6726320087098531,0.13351969779901451,176352,57732,0,coverage_upper_bound
3912,saturation,medium,"[55,32,14,50.0,0.0,0.0]",1760,55,32,14,50.0,0.0,verified,False,True,0.9990909699287569,0.9714054169832534,0.7400272799061954,0.7379787614843097,0.09821933873871497,250734,65184,696,coverage_pass
3913,saturation,medium,"[55,32,3,50.0,0.0,0.0]",1760,55,32,3,50.0,0.0,rejected,True,False,0.9986070185678608,0.9881138993639358,0.6600485628776328,0.6600485628776328,0.13337253074639802,177090,60202,0,coverage_upper_bound
3914,saturation,medium,"[55,32,12,50.0,0.0,0.0]",1760,55,32,12,50.0,0.0,verified,False,True,0.9997901360926426,0.9791919624834214,0.724448945739896,0.7226106669848467,0.09790299285079776,250792,69106,638,coverage_pass
3915,saturation,medium,"[55,32,8,50.0,0.0,0.0]",1760,55,32,8,50.0,0.0,verified,False,True,0.9999999999992907,0.9852385409612108,0.7146482122260669,0.7146482122260669,0.12195954761680519,251430,71746,0,coverage_pass
3916,saturation,medium,"[55,32,13,50.0,0.0,0.0]",1760,55,32,13,50.0,0.0,verified,False,True,0.9999999999992907,0.9778008207031745,0.7286322236805473,0.7286322236805473,0.09809288067787633,251430,68230,0,coverage_pass
3917,saturation,medium,"[55,32,4,50.0,0.0,0.0]",1760,55,32,4,50.0,0.0,verified,False,True,0.999995377734386,0.9864198307957228,0.6602712484588156,0.6602712484588156,0.1281021747242881,251430,85418,0,coverage_pass
3918,saturation,medium,"[55,32,10,50.0,0.0,0.0]",1760,55,32,10,50.0,0.0,verified,False,True,0.9999999999992907,0.9838092261217696,0.719731137891262,0.719731137891262,0.11011498895879455,251430,70468,0,coverage_pass
3919,saturation,medium,"[55,32,11,50.0,0.0,0.0]",1760,55,32,11,50.0,0.0,verified,False,True,0.9998434571110454,0.9808007329740905,0.7195243208845404,0.7195243208845404,0.10265909873064723,251430,70520,0,coverage_pass
3920,saturation,medium,"[55,32,5,50.0,0.0,0.0]",1760,55,32,5,50.0,0.0,rejected,True,False,0.9986926825451333,0.9916987162939196,0.6538948701709943,0.6538948701709943,0.13227295394952032,189480,65580,0,coverage_upper_bound
3921,saturation,medium,"[55,32,0,50.0,0.0,0.0]",1760,55,32,0,50.0,0.0,verified,False,True,0.9999999999992907,0.9760448154396186,0.6727836773654695,0.6727836773654695,0.13794584824683806,251430,82272,0,coverage_pass
3922,saturation,medium,"[55,32,2,50.0,0.0,0.0]",1760,55,32,2,50.0,0.0,verified,False,True,0.9999999999992907,0.9811674628723895,0.6678291263995403,0.6656723541343516,0.12223817708499825,250618,83248,812,coverage_pass
3923,saturation,medium,"[55,32,9,50.0,0.0,0.0]",1760,55,32,9,50.0,0.0,verified,False,True,0.9994765597167188,0.9842062520702092,0.717273197311379,0.717273197311379,0.10773146999199981,251430,71086,0,coverage_pass
3924,saturation,medium,"[55,32,6,50.0,0.0,0.0]",1760,55,32,6,50.0,0.0,verified,False,True,0.9999999999992907,0.9864486696969439,0.6522372031977091,0.6522372031977091,0.1332945457336282,251430,87438,0,coverage_pass
3925,saturation,medium,"[44,40,17,50.0,0.0,0.0]",1760,44,40,17,50.0,0.0,rejected,True,False,0.9933852730558047,0.9362020567638917,0.763671875,0.6127154689948511,0.06397109644651419,21504,5082,5298,coverage_upper_bound
3926,saturation,high,"[32,55,12,50.0,0.0,0.0]",1760,32,55,12,50.0,0.0,verified,False,True,0.9996722383270269,0.9895055780311995,0.8611303344867358,0.8611303344867358,0.07871468298883615,251430,34916,0,coverage_pass
3927,saturation,high,"[32,55,14,50.0,0.0,0.0]",1760,32,55,14,50.0,0.0,verified,False,True,0.9997700776321803,0.9894773075749802,0.8510042556576383,0.8510042556576383,0.06840444468361286,251430,37462,0,coverage_pass
3928,saturation,high,"[32,55,18,50.0,0.0,0.0]",1760,32,55,18,50.0,0.0,verified,False,True,0.999489481909228,0.985160987554626,0.8492144930994711,0.8492144930994711,0.07028404545181438,251430,37912,0,coverage_pass
3929,saturation,high,"[32,55,21,50.0,0.0,0.0]",1760,32,55,21,50.0,0.0,verified,False,True,0.9999951080340329,0.9811987431822359,0.8489838125919739,0.8489838125919739,0.06585181498821235,251430,37970,0,coverage_pass
3930,saturation,high,"[32,55,13,50.0,0.0,0.0]",1760,32,55,13,50.0,0.0,verified,False,True,0.9999999999992907,0.9888811146741872,0.8486258600803405,0.8486258600803405,0.06680150640082276,251430,38060,0,coverage_pass
3931,saturation,high,"[32,55,20,50.0,0.0,0.0]",1760,32,55,20,50.0,0.0,verified,False,True,0.9993831526562373,0.9805923191345234,0.8485622240782723,0.8485622240782723,0.06347146211687066,251430,38076,0,coverage_pass
3932,saturation,high,"[32,55,22,50.0,0.0,0.0]",1760,32,55,22,50.0,0.0,verified,False,True,0.9994229332635762,0.9767843042072195,0.8471224595314799,0.8471224595314799,0.06464041841788179,251430,38438,0,coverage_pass
3933,saturation,high,"[32,55,16,50.0,0.0,0.0]",1760,32,55,16,50.0,0.0,verified,False,True,0.9997603742453721,0.9880507243263537,0.8454838324782246,0.8454838324782246,0.06478446880559825,251430,38850,0,coverage_pass
3934,saturation,high,"[32,55,23,50.0,0.0,0.0]",1760,32,55,23,50.0,0.0,verified,False,True,0.9999999999992907,0.9781267134815069,0.8446167919500457,0.8446167919500457,0.06333687936005097,251430,39068,0,coverage_pass
3935,saturation,high,"[32,55,17,50.0,0.0,0.0]",1760,32,55,17,50.0,0.0,verified,False,True,0.9999999999992907,0.9864163161753913,0.8441952034363441,0.8441952034363441,0.06756215020145295,251430,39174,0,coverage_pass
3936,saturation,high,"[32,55,19,50.0,0.0,0.0]",1760,32,55,19,50.0,0.0,verified,False,True,0.9999951080340329,0.9830714531760688,0.8440838404327248,0.8440838404327248,0.06893344564646203,251430,39202,0,coverage_pass
3937,saturation,high,"[32,55,1,50.0,0.0,0.0]",1760,32,55,1,50.0,0.0,verified,False,True,0.999908582989833,0.9795585935293991,0.8426122578848984,0.8426122578848984,0.06927724038929124,251430,39572,0,coverage_pass
3938,saturation,high,"[32,55,15,50.0,0.0,0.0]",1760,32,55,15,50.0,0.0,verified,False,True,0.9998127592549482,0.9885011985027291,0.8414190828461202,0.8414190828461202,0.07543152220254848,251430,39872,0,coverage_pass
3939,saturation,high,"[32,55,24,50.0,0.0,0.0]",1760,32,55,24,50.0,0.0,verified,False,True,0.999359152550534,0.9740386878083651,0.8378634212305612,0.8378634212305612,0.05966682418415955,251430,40766,0,coverage_pass
3940,saturation,high,"[40,44,6,50.0,0.0,0.0]",1760,40,44,6,50.0,0.0,verified,False,True,0.9998483490763025,0.9818277955240247,0.8374656962176351,0.8374656962176351,0.0634513979397936,251430,40866,0,coverage_pass
3941,saturation,high,"[32,55,0,50.0,0.0,0.0]",1760,32,55,0,50.0,0.0,verified,False,True,0.9991993860263985,0.9752558133951398,0.8370202442031579,0.8370202442031579,0.0693738661193248,251430,40978,0,coverage_pass
3942,saturation,high,"[32,55,31,50.0,0.0,0.0]",1760,32,55,31,50.0,0.0,verified,False,True,0.9999512895886837,0.9766379795401166,0.8366463826910074,0.8366463826910074,0.06644226618673928,251430,41072,0,coverage_pass
3943,saturation,high,"[32,55,3,50.0,0.0,0.0]",1760,32,55,3,50.0,0.0,verified,False,True,0.9998941487251826,0.9796364046858106,0.8363202481804081,0.8363202481804081,0.07212533487582039,251430,41154,0,coverage_pass
3944,saturation,high,"[32,55,2,50.0,0.0,0.0]",1760,32,55,2,50.0,0.0,verified,False,True,0.9991834694059687,0.9755793586762842,0.8329395855705365,0.8329395855705365,0.07263577638321862,251430,42004,0,coverage_pass
3945,saturation,high,"[40,44,4,50.0,0.0,0.0]",1760,40,44,4,50.0,0.0,verified,False,True,0.9999999999992907,0.9881059823172206,0.8323907250526985,0.8323907250526985,0.06193717663047926,251430,42142,0,coverage_pass
3946,saturation,high,"[32,55,25,50.0,0.0,0.0]",1760,32,55,25,50.0,0.0,verified,False,True,0.999966590407171,0.9747251498836811,0.83238277055244,0.83238277055244,0.06175773247244898,251430,42144,0,coverage_pass
3947,saturation,high,"[32,55,30,50.0,0.0,0.0]",1760,32,55,30,50.0,0.0,verified,False,True,0.9992270694885761,0.9693267217519775,0.8313486855188322,0.8313486855188322,0.0667779718673236,251430,42404,0,coverage_pass
3948,saturation,high,"[40,44,1,50.0,0.0,0.0]",1760,40,44,1,50.0,0.0,verified,False,True,0.9999999999992907,0.995878838457838,0.8307918705007358,0.8307918705007358,0.06123857278210928,251430,42544,0,coverage_pass
3949,saturation,high,"[32,55,29,50.0,0.0,0.0]",1760,32,55,29,50.0,0.0,verified,False,True,0.9999999999992907,0.973963508215653,0.830306645984966,0.830306645984966,0.06704085692098868,251430,42666,0,coverage_pass
